id,ad_ry_mean,md_ry_mean,bt_ry_mean
3117,857,679,856
3118,334,267,288
3119,446,337,393
3120,265,210,251
3121,209,161,185
3122,201,141,174
3123,157,129,139
3124,153,128,149
3125,489,419,485
3126,488,482,512
3127,532,516,512
3128,418,390,425
3129,1578,1610,1546
3130,1179,1098,1168
3131,2216,1935,2101
3132,593,579,598
3133,1372,1149,1278
3134,366,329,364
3135,2706,2387,2505
3136,557,524,557
3137,2959,2517,2726
3138,2376,2019,2110
3139,1743,1615,1598
3140,599,576,608
3141,736,682,723
3142,601,556,576
3143,911,836,909
3144,414,384,412
3145,499,471,489
3146,815,807,817
3147,903,794,862
3148,297,299,321
3149,304,284,299
3150,575,548,619
3151,566,604,629
3152,718,710,721
3153,2283,2018,2250
3154,280,271,303
3155,813,737,777
3156,248,231,251
3157,2563,2419,2629
3158,380,353,397
3159,1757,1645,1746
3160,1388,1284,1329
3161,2033,1817,2040
3162,381,399,406
3163,495,469,510
3164,395,370,394
3165,428,405,418
3166,139,124,141
3167,386,363,380
3168,353,337,368
3169,28,20,30
3170,33,23,34
3171,57,44,58
3172,26,19,27
3173,79,65,79
3174,200,147,203
3175,364,311,362
3176,177,128,174
3177,68,49,66
3178,48,35,47
3179,134,108,133
3180,42,32,41
3181,328,263,327
3182,170,119,166
3183,45,36,44
3184,89,68,87
3185,97,76,98
3186,36,24,35
3187,115,88,120
3188,45,29,42
3189,66,53,66
3190,101,74,101
3191,740,782,787
3192,257,262,262
3193,120,121,117
3194,772,751,787
3195,677,687,731
3196,422,445,426
3197,625,681,653
3198,154,145,148
3199,1312,1352,1354
3200,155,157,161
3201,1381,1489,1507
3202,286,297,288
3203,496,484,482
3204,395,412,406
3205,1253,1340,1333
3206,398,432,414
3207,335,359,337
3208,571,588,572
3209,338,354,342
3210,254,268,267
3211,260,272,267
3212,123,120,125
3213,318,324,295
3214,176,180,175
3215,105,97,98
3216,270,274,267
3217,343,333,307
3218,234,223,222
3219,354,343,326
3220,84,87,79
3221,452,482,493
3222,97,100,102
3223,519,516,466
3224,153,152,149
3225,208,202,219
3226,200,195,205
3227,503,573,527
3228,261,255,246
3229,190,197,194
3230,236,231,227
3231,160,161,158
3232,138,128,136
3233,139,138,135
3234,68,70,68
3235,760,793,700
3236,319,322,287
3237,136,141,139
3238,943,867,837
3239,559,586,551
3240,303,314,294
3241,601,580,534
3242,176,174,170
3243,1176,1155,1104
3244,203,198,181
3245,1240,1199,1075
3246,239,259,226
3247,345,362,344
3248,392,400,372
3249,1101,1087,929
3250,463,436,414
3251,285,289,268
3252,507,513,453
3253,330,357,320
3254,225,231,215
3255,258,279,233
3256,123,134,125
3257,135,132,142
3258,48,44,48
3259,33,32,31
3260,84,92,93
3261,116,100,116
3262,75,76,76
3263,172,169,183
3264,29,28,31
3265,209,217,230
3266,29,30,33
3267,370,390,365
3268,41,42,42
3269,121,119,121
3270,91,86,91
3271,391,360,347
3272,69,64,68
3273,57,55,55
3274,42,48,44
3275,59,59,61
3276,33,32,35
3277,46,48,48
3278,30,31,34
3279,576,626,681
3280,243,238,240
3281,189,192,206
3282,644,635,689
3283,582,615,610
3284,476,522,498
3285,669,774,715
3286,170,173,182
3287,851,923,933
3288,140,148,143
3289,1313,1464,1316
3290,291,305,302
3291,533,612,585
3292,507,541,525
3293,1401,1589,1412
3294,441,484,474
3295,457,479,463
3296,326,356,342
3297,576,549,573
3298,206,202,205
3299,368,388,392
3300,211,203,213
3301,347,368,370
3302,151,169,154
3303,131,136,128
3304,212,235,226
3305,297,328,309
3306,223,241,237
3307,434,463,455
3308,109,116,109
3309,596,633,624
3310,108,114,106
3311,846,870,861
3312,169,179,175
3313,305,324,313
3314,256,271,271
3315,845,882,859
3316,277,300,286
3317,238,260,248
3318,220,232,221
3319,138,139,141
3320,95,98,89
3321,121,131,124
3322,80,85,76
3323,519,460,439
3324,224,201,196
3325,158,149,147
3326,752,688,705
3327,459,442,446
3328,298,280,276
3329,491,473,471
3330,123,115,110
3331,1138,1012,1009
3332,157,152,143
3333,1040,995,980
3334,241,226,213
3335,396,387,395
3336,386,366,354
3337,1012,935,910
3338,434,420,410
3339,382,377,362
3340,260,251,232
3341,388,379,367
3342,182,166,161
3343,232,235,222
3344,137,134,130
3345,706,614,700
3346,246,214,244
3347,79,76,78
3348,595,533,564
3349,511,489,555
3350,428,386,407
3351,628,554,604
3352,84,80,83
3353,1358,1162,1316
3354,185,147,177
3355,1369,1187,1350
3356,224,190,215
3357,516,437,495
3358,472,409,460
3359,1762,1523,1638
3360,377,346,373
3361,467,408,441
3362,393,350,383
3363,309,292,315
3364,286,245,268
3365,231,199,219
3366,105,102,110
3367,189,192,191
3368,437,430,419
3369,154,151,149
3370,71,76,69
3371,229,248,242
3372,694,657,676
3373,1271,1147,1258
3374,360,339,358
3375,2174,1977,2235
3376,1382,1231,1390
3377,1100,1052,1075
3378,347,333,342
3379,927,901,926
3380,2116,1822,2026
3381,633,610,637
3382,317,326,332
3383,595,540,585
3384,325,336,326
3385,483,488,505
3386,125,133,125
3387,385,380,393
3388,428,412,428
3389,277,194,212
3390,196,173,198
3391,249,227,248
3392,78,58,63
3393,325,328,349
3394,219,217,215
3395,398,357,378
3396,173,149,186
3397,175,154,171
3398,94,79,83
3399,591,640,732
3400,218,191,201
3401,384,307,354
3402,347,289,342
3403,319,286,275
3404,168,141,163
3405,250,229,241
3406,189,157,183
3407,101,81,92
3408,101,82,85
3409,278,218,233
3410,103,88,109
3411,248,224,237
3412,128,123,122
3413,62,58,60
3414,85,79,79
3415,164,156,157
3416,83,71,86
3417,275,283,277
3418,57,54,54
3419,93,81,76
3420,39,35,38
3421,315,299,312
3422,48,42,41
3423,209,217,210
3424,182,166,179
3425,200,201,188
3426,59,51,48
3427,94,88,92
3428,49,47,42
3429,38,35,35
3430,59,52,57
3431,121,124,122
3432,34,35,35
3433,201,208,221
3434,82,88,79
3435,115,122,117
3436,531,561,575
3437,369,394,380
3438,235,234,245
3439,768,854,830
3440,233,255,237
3441,1446,1524,1419
3442,375,383,374
3443,927,957,928
3444,305,322,308
3445,654,657,700
3446,346,357,341
3447,707,769,698
3448,562,542,550
3449,453,457,472
3450,669,685,661
3451,436,424,430
3452,336,353,342
3453,172,180,179
3454,129,154,145
3455,159,152,151
3456,302,286,302
3457,441,413,407
3458,584,563,597
3459,518,540,558
3460,196,181,187
3461,683,648,690
3462,304,278,281
3463,1550,1540,1652
3464,308,304,310
3465,566,541,544
3466,228,220,222
3467,807,762,819
3468,556,535,559
3469,522,499,519
3470,836,754,819
3471,434,436,428
3472,321,305,307
3473,724,714,755
3474,351,334,330
3475,392,389,394
3476,390,363,362
3477,64,49,56
3478,91,92,91
3479,92,80,83
3480,57,43,47
3481,159,139,160
3482,85,88,87
3483,156,147,152
3484,68,60,64
3485,505,436,470
3486,117,116,116
3487,291,275,283
3488,128,124,127
3489,168,150,169
3490,161,142,150
3491,244,208,222
3492,101,100,96
3493,141,142,143
3494,133,125,119
3495,118,123,121
3496,71,55,62
3497,63,56,60
3498,76,64,69
3499,251,257,257
3500,289,261,267
3501,393,369,364
3502,233,215,223
3503,614,704,649
3504,630,657,629
3505,2235,1997,2097
3506,1026,933,904
3507,9114,8367,8693
3508,2035,1991,2160
3509,2314,2276,2344
3510,1094,1041,1073
3511,1899,1717,1852
3512,1692,1524,1656
3513,1442,1402,1491
3514,951,916,955
3515,1469,1350,1551
3516,1276,1188,1315
3517,2142,2011,2170
3518,453,418,454
3519,303,292,324
3520,916,888,885
3521,364,416,388
3522,530,535,573
3523,535,533,566
3524,615,697,699
3525,662,708,723
3526,624,621,671
3527,1670,1579,1659
3528,654,624,662
3529,3938,3803,3604
3530,467,522,528
3531,1366,1410,1442
3532,499,527,555
3533,1347,1405,1414
3534,1464,1417,1466
3535,1099,1184,1205
3536,1651,1722,1731
3537,908,983,1044
3538,852,890,927
3539,1068,1132,1122
3540,360,353,354
3541,607,601,615
3542,838,943,980
3543,147,141,137
3544,316,327,329
3545,221,241,223
3546,131,136,129
3547,289,273,288
3548,342,344,336
3549,647,617,653
3550,260,275,268
3551,1887,1900,1872
3552,286,299,291
3553,853,840,884
3554,296,315,320
3555,549,551,574
3556,636,654,666
3557,745,765,786
3558,580,586,569
3559,382,394,375
3560,417,429,426
3561,398,392,382
3562,147,145,141
3563,207,231,218
3564,254,273,243
3565,158,129,165
3566,19,19,19
3567,28,26,27
3568,232,184,256
3569,40,33,39
3570,53,46,54
3571,290,268,296
3572,80,66,89
3573,779,744,814
3574,28,20,31
3575,339,342,365
3576,35,32,39
3577,242,222,256
3578,137,139,151
3579,316,307,320
3580,54,53,60
3581,37,38,41
3582,58,51,62
3583,107,122,130
3584,25,21,26
3585,37,36,41
3586,47,45,51
3587,137,146,157
3588,227,216,232
3589,117,118,126
3590,95,99,108
3591,278,256,270
3592,212,202,221
3593,541,500,539
3594,175,173,180
3595,2623,2449,2414
3596,319,291,287
3597,641,619,606
3598,201,194,198
3599,439,433,432
3600,370,339,348
3601,660,591,642
3602,418,376,430
3603,304,283,304
3604,564,512,549
3605,387,343,351
3606,126,127,133
3607,127,124,138
3608,179,180,196
3609,258,276,285
3610,113,111,111
3611,164,162,156
3612,400,387,392
3613,205,187,190
3614,214,207,214
3615,734,712,732
3616,275,278,278
3617,2261,2244,2312
3618,134,135,135
3619,858,856,908
3620,162,164,167
3621,689,676,698
3622,405,409,413
3623,965,995,997
3624,303,315,321
3625,325,333,334
3626,371,375,370
3627,817,796,831
3628,143,137,129
3629,159,168,167
3630,414,421,438
3631,222,219,227
3632,50,52,50
3633,40,42,41
3634,312,319,320
3635,213,198,204
3636,72,71,70
3637,199,187,203
3638,31,31,33
3639,277,287,293
3640,39,41,42
3641,177,180,192
3642,47,52,50
3643,102,103,110
3644,90,85,89
3645,94,92,90
3646,86,87,85
3647,103,105,104
3648,72,79,74
3649,88,92,92
3650,100,98,99
3651,92,102,104
3652,53,56,54
3653,59,40,62
3654,42,29,42
3655,36,29,36
3656,17,11,17
3657,77,53,73
3658,134,109,156
3659,176,160,182
3660,54,39,56
3661,187,146,194
3662,41,27,39
3663,250,201,252
3664,117,83,117
3665,134,108,150
3666,196,164,208
3667,265,219,266
3668,112,84,115
3669,82,65,89
3670,86,54,80
3671,38,34,41
3672,22,12,21
3673,37,32,39
3674,37,28,35
3675,21,20,22
3676,36,43,45
3677,33,41,38
3678,24,29,29
3679,48,52,51
3680,91,102,96
3681,236,240,248
3682,25,27,25
3683,63,56,57
3684,22,25,23
3685,169,198,180
3686,69,83,78
3687,135,161,143
3688,120,140,124
3689,175,192,175
3690,91,109,97
3691,125,154,137
3692,39,54,54
3693,63,70,82
3694,22,21,28
3695,55,68,70
3696,35,38,42
3697,151,159,160
3698,67,64,67
3699,56,55,55
3700,99,90,98
3701,247,246,252
3702,336,312,317
3703,405,372,412
3704,86,80,85
3705,603,534,579
3706,127,115,123
3707,1167,1207,1235
3708,256,224,255
3709,278,256,293
3710,715,675,742
3711,780,705,814
3712,223,223,235
3713,261,254,269
3714,267,237,274
3715,137,136,142
3716,164,161,159
3717,130,117,139
3718,60,59,61
3719,38,43,35
3720,100,92,90
3721,182,172,184
3722,29,27,28
3723,174,184,188
3724,156,135,135
3725,461,403,423
3726,237,268,266
3727,198,190,223
3728,155,165,155
3729,167,185,202
3730,95,93,88
3731,683,686,691
3732,299,295,353
3733,181,205,207
3734,86,86,81
3735,140,147,155
3736,140,139,133
3737,302,341,364
3738,71,59,59
3739,140,151,144
3740,188,212,220
3741,119,114,119
3742,116,113,122
3743,118,110,118
3744,101,101,111
3745,176,161,180
3746,322,340,340
3747,331,319,332
3748,108,102,117
3749,308,293,337
3750,92,88,88
3751,484,473,512
3752,217,203,203
3753,405,390,422
3754,463,431,481
3755,607,553,627
3756,200,200,191
3757,202,199,194
3758,129,122,127
3759,106,104,102
3760,91,84,87
3761,141,137,144
3762,76,75,78
3763,96,85,101
3764,127,123,132
3765,41,44,43
3766,36,36,45
3767,176,169,166
3768,187,181,184
3769,343,337,345
3770,59,57,63
3771,302,273,305
3772,121,102,110
3773,650,608,628
3774,151,144,142
3775,313,296,326
3776,294,280,310
3777,348,293,348
3778,142,128,131
3779,127,127,130
3780,162,158,166
3781,68,59,60
3782,100,92,99
3783,104,100,97
3784,59,56,62
3807,386,377,441
3808,255,277,272
3809,57,62,55
3810,88,95,85
3811,558,604,582
3812,673,643,671
3813,538,540,529
3814,62,64,57
3815,1742,1482,1554
3816,245,269,258
3817,1353,1286,1331
3818,369,393,384
3819,449,466,457
3820,665,669,677
3821,1140,1091,1094
3822,406,413,442
3823,445,421,446
3824,611,604,640
3825,143,154,154
3826,316,352,336
3827,163,175,174
3828,86,86,90
3829,239,229,241
3830,257,221,238
3831,157,139,161
3832,290,301,302
3833,343,364,360
3834,166,148,162
3835,472,444,489
3836,115,116,115
3837,730,715,788
3838,146,145,150
3839,420,407,436
3840,129,117,134
3841,403,394,410
3842,386,357,382
3843,292,262,294
3844,212,204,205
3845,283,260,274
3846,114,116,124
3847,188,173,184
3848,259,238,254
3849,179,170,173
3850,230,237,230
3851,94,106,106
3852,134,118,131
3853,103,103,102
3854,49,45,49
3855,228,251,263
3856,507,514,530
3857,421,414,451
3858,118,119,128
3859,453,417,458
3860,186,183,214
3861,591,576,614
3862,165,157,175
3863,331,318,356
3864,803,735,818
3865,283,243,280
3866,145,130,143
3867,315,299,336
3868,179,165,190
3869,96,99,100
3870,144,131,144
3871,205,199,244
3872,66,64,71
3873,19,14,18
3874,38,29,40
3875,76,55,69
3876,15,12,14
3877,44,35,42
3878,63,47,62
3879,193,141,179
3880,46,38,52
3881,31,24,31
3882,17,14,17
3883,55,41,49
3884,44,37,41
3885,106,71,89
3886,130,98,122
3887,33,24,31
3888,65,50,66
3889,195,154,195
3890,17,14,17
3891,41,33,41
3892,42,29,40
3893,121,93,121
3894,59,40,59
3895,76,63,64
3896,180,188,207
3897,176,150,175
3898,85,75,82
3899,371,527,573
3900,176,173,178
3901,309,293,296
3902,240,200,225
3903,286,286,346
3904,157,143,144
3905,291,296,333
3906,161,128,141
3907,457,460,511
3908,367,375,431
3909,200,188,225
3910,140,139,129
3911,213,225,254
3912,120,109,111
3913,132,136,128
3914,272,254,256
3915,221,210,226
3916,121,95,110
3917,188,173,185
3918,538,500,507
3919,468,448,432
3920,185,160,175
3921,936,1022,1023
3922,382,354,349
3923,640,643,585
3924,390,353,345
3925,974,949,970
3926,268,240,242
3927,1089,1069,999
3928,247,240,231
3929,889,902,846
3930,944,909,838
3931,788,770,740
3932,344,308,334
3933,617,599,601
3934,280,264,256
3935,217,225,208
3936,867,881,812
3937,459,448,461
3938,195,197,185
3939,35,28,30
3940,749,672,724
3941,50,46,47
3942,71,62,71
3943,419,387,411
3944,95,73,92
3945,283,267,280
3946,105,99,110
3947,344,331,336
3948,33,30,27
3949,438,398,422
3950,56,56,59
3951,491,467,473
3952,501,466,467
3953,271,267,277
3954,242,198,254
3955,175,163,192
3956,75,68,76
3957,163,134,166
3958,376,337,372
3959,122,104,126
3960,33,33,33
3961,34,32,34
3962,81,77,84
3963,52,46,46
3964,42,35,37
3965,221,219,215
3966,109,102,103
3967,159,161,167
3968,74,74,77
3969,162,154,161
3970,74,73,72
3971,172,186,189
3972,55,50,48
3973,271,263,279
3974,204,186,201
3975,121,115,124
3976,30,30,33
3977,114,123,129
3978,60,53,58
3979,19,18,21
3980,295,258,286
3981,168,170,183
3982,18,14,16
3983,251,271,301
3984,49,44,44
3985,61,45,52
3986,49,36,45
3987,119,122,127
3988,260,207,236
3989,268,212,257
3990,110,103,104
3991,278,223,251
3992,120,108,116
3993,639,513,637
3994,173,164,176
3995,201,164,173
3996,570,430,556
3997,226,164,201
3998,172,144,153
3999,199,181,171
4000,82,69,69
4001,43,38,41
4002,55,43,44
4003,108,123,114
4004,20,16,16
4005,167,172,176
4006,121,121,122
4007,100,98,95
4008,91,93,89
4009,291,274,281
4010,185,174,176
4011,198,193,187
4012,57,54,58
4013,652,591,625
4014,196,195,202
4015,533,478,496
4016,104,103,102
4017,160,163,165
4018,171,164,163
4019,438,378,398
4020,228,224,222
4021,368,342,360
4022,145,141,136
4023,148,145,141
4024,138,137,138
4025,308,295,317
4026,121,115,117
4027,218,210,237
4028,202,202,212
4029,132,145,135
4030,186,166,170
4031,203,223,212
4032,152,159,158
4033,402,441,425
4034,155,150,160
4035,1832,1898,1974
4036,261,257,258
4037,608,625,641
4038,129,130,130
4039,295,331,332
4040,292,304,310
4041,503,523,523
4042,318,333,326
4043,251,262,257
4044,204,194,205
4045,631,662,630
4046,86,82,78
4047,242,241,256
4048,243,248,260
4049,379,387,400
4050,341,353,357
4051,274,283,282
4052,220,245,237
4053,603,711,686
4054,450,423,468
4055,1372,1290,1376
4056,401,391,412
4057,7641,7235,8284
4058,909,810,906
4059,1940,1867,2027
4060,482,455,486
4061,1169,1104,1215
4062,1063,1002,1083
4063,1882,1807,1843
4064,736,785,808
4065,687,640,727
4066,1337,1335,1393
4067,1889,1823,1883
4068,266,281,286
4069,426,450,455
4070,863,823,893
4071,148,161,156
4072,244,243,260
4073,202,203,212
4074,272,243,256
4075,288,272,283
4076,121,122,122
4077,390,393,390
4078,162,160,156
4079,1386,1458,1436
4080,182,177,181
4081,416,418,409
4082,118,111,117
4083,382,378,392
4084,307,308,309
4085,382,363,374
4086,216,222,225
4087,194,202,205
4088,95,98,100
4089,487,481,485
4090,140,140,135
4091,249,249,257
4092,252,253,281
4093,143,138,139
4094,241,246,237
4095,149,147,141
4096,108,105,106
4097,306,361,311
4098,245,250,241
4099,502,524,474
4100,180,175,171
4101,4443,4425,4487
4102,409,423,425
4103,1145,1136,1104
4104,357,362,353
4105,543,602,530
4106,807,816,793
4107,1541,1616,1506
4108,462,514,484
4109,558,593,561
4110,648,670,672
4111,665,665,652
4112,140,142,138
4113,272,264,258
4114,224,237,239
4115,179,177,197
4116,1895,1985,1959
4117,435,476,412
4118,93,103,93
4119,852,869,1023
4120,1110,1124,1248
4121,2636,2542,2463
4122,1054,1039,1096
4123,1537,1446,1550
4124,1437,1454,1448
4125,1487,1426,1583
4126,694,677,701
4127,2391,2472,2434
4128,2792,2580,2687
4129,1080,1060,1160
4130,968,923,1018
4131,1058,1081,1091
4132,390,391,385
4133,937,1040,1065
4134,226,181,217
4135,1079,1103,1198
4136,537,563,518
4137,250,255,249
4138,419,409,379
4139,492,476,455
4140,72,80,64
4141,804,921,862
4142,1143,1092,1084
4143,2021,2088,1996
4144,540,548,495
4145,4589,4467,4163
4146,525,514,492
4147,1659,1704,1532
4148,754,774,761
4149,2330,2542,2268
4150,2732,2768,2592
4151,989,999,938
4152,927,1031,1073
4153,1473,1532,1507
4154,265,263,244
4155,340,344,340
4156,503,467,455
4157,398,439,385
4158,419,437,398
4159,1098,1206,1068
4160,165,205,184
4161,191,250,192
4162,1171,1164,1102
4163,283,363,299
4164,402,468,386
4165,1283,1398,1226
4166,372,447,353
4167,1041,1078,1050
4168,135,160,135
4169,1192,1277,1233
4170,217,276,231
4171,952,1126,1011
4172,913,1103,942
4173,994,1046,984
4174,260,307,282
4175,240,296,256
4176,206,264,208
4177,531,586,471
4178,209,227,199
4179,376,443,398
4180,259,355,253
4181,218,198,265
4182,54,49,57
4183,41,39,39
4184,44,43,42
4185,123,134,143
4186,204,204,235
4187,304,297,335
4188,45,44,49
4189,161,169,183
4190,61,55,57
4191,510,639,681
4192,155,132,175
4193,145,141,162
4194,234,211,251
4195,268,343,315
4196,139,134,167
4197,147,132,174
4198,84,73,80
4199,62,57,61
4200,51,46,52
4201,79,72,82
4202,32,29,30
4203,836,833,847
4204,249,222,248
4205,257,251,256
4206,294,267,270
4207,633,650,663
4208,678,725,708
4209,1224,1329,1305
4210,325,300,320
4211,877,920,920
4212,226,213,222
4213,1259,1318,1299
4214,657,651,684
4215,728,751,749
4216,1006,1058,1105
4217,829,839,890
4218,801,805,823
4219,911,908,880
4220,309,272,295
4221,293,275,295
4222,299,262,290
4223,267,265,287
4224,168,156,174
4225,868,837,997
4226,327,346,358
4227,311,297,327
4228,67,79,71
4229,1052,1145,1253
4230,2029,1984,2124
4231,3828,3673,3781
4232,703,622,691
4233,1581,1514,1668
4234,753,727,718
4235,4168,3907,4370
4236,1629,1531,1656
4237,2185,2088,2197
4238,3103,3039,3177
4239,2177,2219,2228
4240,1161,1166,1197
4241,1486,1471,1501
4242,982,884,898
4243,531,463,531
4244,353,351,401
4245,587,554,604
4246,169,156,167
4247,116,109,110
4248,312,295,280
4249,254,257,244
4250,222,210,220
4251,687,731,757
4252,693,707,673
4253,1697,1799,1711
4254,549,547,523
4255,1289,1264,1300
4256,516,472,463
4257,1175,1198,1163
4258,673,634,681
4259,1056,1032,994
4260,1315,1360,1288
4261,1590,1633,1530
4262,596,678,668
4263,915,991,985
4264,691,644,684
4265,304,255,297
4266,372,380,372
4267,683,689,672
4268,144,149,141
4269,49,54,51
4270,268,276,275
4271,238,230,222
4272,50,47,47
4273,453,491,480
4274,350,340,339
4275,1060,1019,1029
4276,550,518,559
4277,855,857,851
4278,296,319,302
4279,487,494,505
4280,338,332,332
4281,1090,1053,1050
4282,949,877,913
4283,518,508,537
4284,332,349,349
4285,515,539,522
4286,225,225,232
4287,357,338,359
4288,210,224,204
4289,481,469,486
4290,185,180,176
4291,72,81,73
4292,556,563,543
4293,335,362,349
4294,46,48,42
4295,824,870,879
4296,785,792,774
4297,1375,1539,1451
4298,503,543,526
4299,746,801,796
4300,400,413,418
4301,978,1007,1041
4302,537,524,546
4303,1394,1599,1523
4304,1203,1283,1251
4305,741,758,769
4306,579,614,643
4307,582,600,591
4308,334,351,354
4309,311,358,326
4310,291,285,289
4311,447,468,494
4312,418,451,421
4313,223,283,319
4314,885,978,879
4315,410,470,434
4316,168,204,223
4317,643,814,655
4318,792,860,706
4319,1321,1487,1061
4320,358,495,423
4321,901,1004,785
4322,296,375,348
4323,1237,1418,1014
4324,752,927,825
4325,1024,1125,846
4326,1324,1503,1118
4327,804,1037,774
4328,803,899,723
4329,805,915,779
4330,344,452,385
4331,1009,1056,957
4332,333,419,361
4333,443,530,416
4334,389,507,447
4335,472,535,520
4336,324,327,341
4337,391,407,396
4338,655,651,657
4339,567,627,606
4340,695,707,689
4341,1370,1354,1338
4342,676,627,678
4343,437,444,453
4344,145,134,141
4345,1346,1374,1346
4346,321,325,337
4347,1548,1509,1410
4348,1144,1151,1135
4349,672,631,646
4350,243,265,257
4351,403,411,408
4352,195,200,195
4353,185,193,198
4354,317,330,320
4355,428,441,431
4356,100,98,89
4357,56,65,59
4358,920,868,943
4359,739,701,728
4360,213,224,218
4361,1787,1958,2008
4362,336,325,340
4363,2730,2735,2697
4364,863,827,808
4365,1692,1742,1707
4366,375,357,363
4367,688,660,689
4368,334,326,330
4369,2752,2907,2859
4370,1836,1755,1809
4371,581,589,599
4372,395,368,400
4373,1010,943,1017
4374,394,390,384
4375,1230,1291,1285
4376,222,208,213
4377,630,621,644
4378,1316,1326,1280
4379,2187,2474,2199
4380,797,763,723
4381,483,503,479
4382,601,581,521
4383,1438,1566,1393
4384,1747,1680,1650
4385,3415,3097,3046
4386,1151,1075,1034
4387,1606,1469,1368
4388,398,375,360
4389,3248,3131,3099
4390,1239,1152,1098
4391,3052,2917,2861
4392,3391,3273,2988
4393,1643,1589,1513
4394,916,937,867
4395,1398,1336,1293
4396,811,775,741
4397,808,713,685
4398,665,667,613
4399,1153,1144,1054
4400,313,298,297
4401,278,313,302
4402,402,398,387
4403,516,515,519
4404,78,74,74
4405,807,875,837
4406,767,774,779
4407,3005,2793,2902
4408,1404,1366,1358
4409,438,389,393
4410,255,287,275
4411,1122,1063,1097
4412,304,298,294
4413,3174,3063,3122
4414,1797,1684,1728
4415,659,708,690
4416,238,246,242
4417,511,499,501
4418,226,232,220
4419,742,720,722
4420,353,331,327
4421,592,607,621
4422,592,561,551
4423,254,254,267
4424,365,379,368
4425,510,494,480
4426,905,899,915
4427,790,838,820
4428,593,589,584
4429,1797,1772,1710
4430,444,451,437
4431,811,775,811
4432,173,177,161
4433,1250,1196,1190
4434,324,325,326
4435,1708,1854,1704
4436,1464,1463,1412
4437,730,698,713
4438,432,438,445
4439,410,404,393
4440,377,377,379
4441,957,907,874
4442,346,336,349
4443,492,497,504
4444,977,1036,1019
4445,232,209,213
4446,171,149,163
4447,85,80,91
4448,118,98,105
4449,271,257,274
4450,270,224,230
4451,437,371,393
4452,73,64,68
4453,303,283,301
4454,97,83,96
4455,571,522,552
4456,206,164,191
4457,328,271,315
4458,313,272,282
4459,574,508,571
4460,212,204,203
4461,277,240,245
4462,179,147,171
4463,140,115,127
4464,147,117,134
4465,112,103,109
4466,115,97,113
4467,337,341,357
4468,360,375,377
4469,420,415,405
4470,271,264,274
4471,1142,1283,1286
4472,912,920,976
4473,2034,1966,2089
4474,419,448,438
4475,908,900,941
4476,232,225,230
4477,2002,1928,1945
4478,467,470,480
4479,2544,2543,2511
4480,1995,1883,1954
4481,1328,1347,1309
4482,557,563,579
4483,528,552,569
4484,402,414,407
4485,719,742,772
4486,298,295,303
4487,417,430,435
4488,635,642,625
4489,662,648,620
4490,228,227,235
4491,244,223,243
4492,384,370,366
4493,446,475,458
4494,593,588,564
4495,1822,1747,1839
4496,216,194,224
4497,599,586,582
4498,172,167,180
4499,1990,1890,1887
4500,323,305,335
4501,1491,1486,1531
4502,1129,1106,1142
4503,1558,1585,1483
4504,303,349,335
4505,352,369,348
4506,271,266,257
4507,301,304,294
4508,102,87,95
4509,310,292,288
4510,256,232,266
4511,23,24,24
4512,26,25,26
4513,43,38,41
4514,22,21,22
4515,71,64,68
4516,197,160,197
4517,487,428,478
4518,177,126,161
4519,52,44,49
4520,41,32,39
4521,135,115,123
4522,42,40,41
4523,440,361,444
4524,205,168,200
4525,46,46,46
4526,88,66,82
4527,87,72,86
4528,27,22,27
4529,107,92,106
4530,40,31,39
4531,68,56,66
4532,62,47,58
4533,696,748,782
4534,217,232,230
4535,96,105,102
4536,616,557,599
4537,549,554,582
4538,350,362,357
4539,607,625,602
4540,135,137,135
4541,1145,1162,1144
4542,148,144,148
4543,1256,1365,1359
4544,212,226,230
4545,419,433,429
4546,364,374,380
4547,1182,1276,1269
4548,335,363,328
4549,320,334,339
4550,370,351,363
4551,235,260,259
4552,267,279,262
4553,212,214,219
4554,89,86,91
4555,222,253,273
4556,156,143,155
4557,107,95,101
4558,215,222,220
4559,253,306,287
4560,206,189,214
4561,310,313,337
4562,94,84,88
4563,366,416,438
4564,90,81,89
4565,437,430,386
4566,140,131,139
4567,256,224,264
4568,225,198,226
4569,407,505,467
4570,218,232,249
4571,195,186,210
4572,199,204,226
4573,152,141,153
4574,125,115,128
4575,139,140,142
4576,67,63,72
4577,625,716,662
4578,260,287,251
4579,137,143,138
4580,685,702,678
4581,456,501,452
4582,260,270,246
4583,536,550,513
4584,162,160,161
4585,1013,1081,1052
4586,158,158,145
4587,973,1047,1023
4588,195,220,200
4589,315,349,318
4590,302,333,288
4591,913,1024,941
4592,379,380,381
4593,287,284,278
4594,312,355,310
4595,253,283,263
4596,211,226,203
4597,194,212,190
4598,96,103,93
4599,128,137,138
4600,55,56,57
4601,37,33,33
4602,128,128,135
4603,119,100,111
4604,90,84,82
4605,224,242,235
4606,28,28,28
4607,205,200,194
4608,29,30,29
4609,408,373,372
4610,49,46,45
4611,146,139,138
4612,104,94,98
4613,413,404,372
4614,74,73,75
4615,71,75,71
4616,46,51,43
4617,68,70,68
4618,44,39,40
4619,54,61,54
4620,31,30,32
4621,495,590,573
4622,189,209,206
4623,159,176,180
4624,525,547,517
4625,449,484,484
4626,399,426,398
4627,735,822,766
4628,142,165,163
4629,864,858,936
4630,110,123,123
