id,ad_ry_mean,md_ry_mean,bt_ry_mean
3142,477,490,516
3143,753,778,778
3144,345,347,348
3145,455,453,481
3146,779,773,805
3147,738,738,759
3148,259,279,250
3149,282,273,274
3150,484,466,463
3151,484,512,532
3152,609,632,590
3153,1798,1928,1817
3154,227,238,224
3155,671,642,600
3156,198,177,170
3157,1914,1997,1903
3158,297,319,302
3159,1426,1449,1437
3160,1130,1144,1113
3161,1599,1678,1602
3162,311,335,304
3163,375,394,371
3164,298,316,291
3165,345,368,345
3166,117,116,110
3167,308,313,309
3168,294,289,288
3169,29,26,30
3170,35,36,35
3171,67,58,60
3172,27,24,25
3173,76,66,72
3174,211,185,200
3175,365,340,367
3176,190,168,195
3177,82,62,81
3178,54,41,47
3179,139,127,135
3180,47,40,44
3181,343,333,350
3182,198,164,186
3183,52,45,45
3184,74,63,78
3185,107,86,105
3186,33,32,35
3187,113,99,126
3188,44,36,35
3189,70,57,65
3190,99,90,97
3191,704,645,628
3192,230,230,230
3193,107,118,105
3194,661,637,639
3195,580,595,589
3196,362,348,319
3197,593,591,556
3198,123,139,114
3199,1275,1265,1247
3200,160,165,153
3201,1349,1380,1424
3202,259,249,249
3203,386,395,381
3204,364,355,355
3205,1339,1310,1291
3206,308,317,315
3207,322,321,308
3208,526,512,493
3209,280,286,276
3210,232,232,234
3211,232,251,231
3212,101,115,99
3213,300,289,306
3214,188,180,182
3215,103,95,98
3216,292,284,286
3217,335,347,352
3218,231,228,240
3219,336,324,364
3220,85,83,85
3221,552,582,583
3222,112,105,109
3223,798,756,811
3224,145,147,148
3225,214,210,226
3226,203,204,208
3227,679,661,703
3228,264,270,272
3229,201,196,204
3230,238,245,255
3231,154,154,166
3232,127,121,112
3233,128,131,128
3234,75,72,67
3235,664,659,642
3236,310,296,288
3237,132,138,123
3238,906,866,845
3239,475,535,499
3240,288,305,287
3241,532,567,535
3242,165,177,157
3243,1100,1121,1037
3244,186,190,179
3245,1077,1172,1126
3246,228,234,229
3247,327,350,328
3248,354,380,374
3249,993,1022,986
3250,417,404,400
3251,299,296,278
3252,426,411,403
3253,320,309,312
3254,227,228,226
3255,245,256,254
3256,122,138,124
3257,141,114,121
3258,46,39,44
3259,28,25,25
3260,114,89,83
3261,113,105,107
3262,70,66,69
3263,162,155,155
3264,28,27,26
3265,191,196,191
3266,39,36,34
3267,381,354,348
3268,46,45,49
3269,112,116,101
3270,84,89,80
3271,352,356,333
3272,71,70,71
3273,60,62,59
3274,52,53,51
3275,60,55,54
3276,39,32,37
3277,48,42,48
3278,25,25,22
3279,515,546,564
3280,195,217,220
3281,159,171,162
3282,612,628,573
3283,533,568,576
3284,374,414,391
3285,632,664,648
3286,135,154,147
3287,867,866,861
3288,137,132,144
3289,1154,1307,1298
3290,261,264,280
3291,476,516,507
3292,416,426,424
3293,1356,1483,1469
3294,367,386,390
3295,364,371,376
3296,300,300,317
3297,430,476,446
3298,168,176,174
3299,296,294,322
3300,160,163,162
3301,353,370,352
3302,160,174,167
3303,120,125,122
3304,237,250,241
3305,300,313,310
3306,235,225,248
3307,442,468,459
3308,103,110,112
3309,629,630,632
3310,99,115,103
3311,880,850,884
3312,171,186,186
3313,300,296,310
3314,265,264,268
3315,884,883,868
3316,269,276,275
3317,243,260,256
3318,231,235,228
3319,137,152,148
3320,86,88,84
3321,113,127,118
3322,75,81,79
3323,436,393,442
3324,187,173,184
3325,143,132,141
3326,721,717,750
3327,430,380,422
3328,269,241,273
3329,456,422,446
3330,117,107,116
3331,932,883,923
3332,144,127,140
3333,888,865,928
3334,207,193,212
3335,376,337,375
3336,320,299,318
3337,874,808,880
3338,383,356,387
3339,353,321,341
3340,223,202,232
3341,364,340,368
3342,152,133,159
3343,198,188,205
3344,124,114,124
3345,651,694,627
3346,273,281,272
3347,77,79,81
3348,702,631,614
3349,534,591,572
3350,395,406,420
3351,577,609,568
3352,79,84,78
3353,1394,1522,1537
3354,183,191,188
3355,1352,1474,1502
3356,221,239,236
3357,490,485,474
3358,417,435,429
3359,1936,2096,1941
3360,346,348,345
3361,409,422,413
3362,398,392,379
3363,281,296,285
3364,286,275,272
3365,218,227,224
3366,101,111,102
3367,178,190,193
3368,465,486,480
3369,190,185,205
3370,78,83,84
3371,276,313,333
3372,614,684,625
3373,1254,1342,1276
3374,424,420,412
3375,1217,1263,1119
3376,1166,1284,1167
3377,1042,1112,1060
3378,372,371,384
3379,946,1000,952
3380,1951,2002,2026
3381,608,636,617
3382,333,340,340
3383,529,588,553
3384,337,339,347
3385,424,502,468
3386,123,118,125
3387,411,435,425
3388,478,519,473
3389,494,446,501
3390,213,190,209
3391,275,232,278
3392,86,78,71
3393,450,433,471
3394,216,201,239
3395,627,538,631
3396,167,159,166
3397,172,181,183
3398,110,99,107
3399,798,727,808
3400,232,198,236
3401,435,403,439
3402,455,389,447
3403,458,400,475
3404,154,147,155
3405,245,242,259
3406,201,172,194
3407,98,94,96
3408,117,99,113
3409,519,462,534
3410,110,91,101
3411,237,219,230
3412,151,141,150
3413,61,58,55
3414,83,84,80
3415,168,173,169
3416,143,135,138
3417,286,283,307
3418,55,60,56
3419,84,88,83
3420,31,29,32
3421,390,376,406
3422,70,70,68
3423,192,208,221
3424,199,200,212
3425,259,252,264
3426,65,68,61
3427,134,143,130
3428,57,62,56
3429,40,39,40
3430,57,56,57
3431,135,127,133
3432,37,36,39
3433,114,127,120
3434,74,86,86
3435,87,104,91
3436,442,457,472
3437,263,291,292
3438,204,198,204
3439,716,658,654
3440,183,201,185
3441,1430,1310,1283
3442,350,332,359
3443,722,702,737
3444,259,263,290
3445,545,525,518
3446,325,304,321
3447,635,639,644
3448,441,401,442
3449,376,361,388
3450,654,602,663
3451,324,309,341
3452,285,276,305
3453,142,152,154
3454,119,119,113
3455,147,135,125
3456,277,278,278
3457,390,393,400
3458,528,544,532
3459,439,471,471
3460,179,169,169
3461,622,598,654
3462,263,256,271
3463,1471,1472,1493
3464,294,296,285
3465,459,470,496
3466,197,197,206
3467,760,720,769
3468,492,475,496
3469,457,464,478
3470,840,818,816
3471,404,389,414
3472,265,282,263
3473,611,655,639
3474,297,311,309
3475,349,348,353
3476,348,359,363
3477,67,52,61
3478,92,84,95
3479,90,74,88
3480,56,48,48
3481,122,128,138
3482,100,87,101
3483,144,142,153
3484,71,62,74
3485,430,391,433
3486,109,111,105
3487,261,233,261
3488,118,116,122
3489,159,143,164
3490,169,145,174
3491,257,231,263
3492,104,94,108
3493,129,136,135
3494,118,119,133
3495,95,93,103
3496,71,55,66
3497,67,57,72
3498,71,66,73
3499,208,194,176
3500,277,270,240
3501,300,305,303
3502,218,199,195
3503,520,538,553
3504,531,524,498
3505,1788,1754,1667
3506,766,760,727
3507,7036,7206,6657
3508,1785,1576,1634
3509,1822,1852,1734
3510,1002,872,958
3511,1505,1482,1538
3512,1321,1343,1159
3513,1195,1194,1110
3514,828,773,755
3515,1050,1113,964
3516,1040,969,1020
3517,1482,1460,1420
3518,340,342,331
3519,257,252,242
3520,773,721,728
3521,146,121,128
3522,240,190,198
3523,241,211,209
3524,252,205,229
3525,329,276,303
3526,277,225,246
3527,716,611,624
3528,297,228,259
3529,2015,1753,1785
3530,210,181,176
3531,595,514,541
3532,220,190,193
3533,633,554,580
3534,843,735,708
3535,523,431,470
3536,794,603,607
3537,387,328,333
3538,325,248,278
3539,547,409,431
3540,129,107,121
3541,265,204,228
3542,371,270,311
3543,132,116,128
3544,287,289,292
3545,218,220,209
3546,116,115,118
3547,245,261,250
3548,300,302,292
3549,621,582,596
3550,234,238,233
3551,1667,1602,1596
3552,265,272,258
3553,738,707,734
3554,285,283,293
3555,547,497,502
3556,638,607,605
3557,688,668,688
3558,520,474,493
3559,327,340,340
3560,384,389,412
3561,371,376,380
3562,135,133,121
3563,195,199,209
3564,226,213,202
3565,124,91,114
3566,20,14,16
3567,26,21,22
3568,218,162,193
3569,37,29,33
3570,55,38,51
3571,269,233,253
3572,60,56,63
3573,723,678,689
3574,23,19,23
3575,290,245,302
3576,33,25,31
3577,228,173,214
3578,113,88,103
3579,253,214,260
3580,50,43,50
3581,37,31,35
3582,55,37,49
3583,104,95,101
3584,26,20,23
3585,31,25,30
3586,38,31,37
3587,130,114,122
3588,243,234,241
3589,123,116,119
3590,111,98,96
3591,258,261,251
3592,216,199,208
3593,494,485,477
3594,180,168,176
3595,2762,2594,2544
3596,286,281,287
3597,528,512,556
3598,225,194,212
3599,437,392,407
3600,368,358,351
3601,585,574,556
3602,387,368,392
3603,304,309,304
3604,467,479,506
3605,354,324,350
3606,140,130,133
3607,136,122,139
3608,176,169,172
3609,241,254,243
3610,114,110,118
3611,176,172,163
3612,392,421,385
3613,225,214,217
3614,241,241,220
3615,686,693,682
3616,291,284,272
3617,2071,2092,2011
3618,133,132,130
3619,756,823,827
3620,178,193,177
3621,665,658,641
3622,448,452,442
3623,995,1022,979
3624,348,338,337
3625,355,350,340
3626,414,406,402
3627,783,855,825
3628,143,139,133
3629,187,189,181
3630,468,446,459
3631,259,273,258
3632,69,78,65
3633,55,55,52
3634,337,354,320
3635,250,246,236
3636,87,99,86
3637,216,244,220
3638,42,46,43
3639,306,367,332
3640,60,63,59
3641,217,242,221
3642,74,77,66
3643,122,147,125
3644,101,117,101
3645,118,132,119
3646,107,114,103
3647,139,147,130
3648,89,98,89
3649,106,110,102
3650,118,121,111
3651,115,128,111
3652,68,77,65
3653,52,37,54
3654,40,30,40
3655,33,27,33
3656,14,12,16
3657,69,55,63
3658,135,112,135
3659,174,143,156
3660,47,39,50
3661,174,159,173
3662,31,24,33
3663,213,202,210
3664,95,76,102
3665,135,122,125
3666,186,150,184
3667,245,219,225
3668,82,70,94
3669,75,51,83
3670,67,46,66
3671,31,27,37
3672,18,14,18
3673,36,26,35
3674,27,22,30
3675,17,14,17
3676,36,38,32
3677,29,31,31
3678,23,22,21
3679,56,58,52
3680,86,78,88
3681,185,168,191
3682,13,15,15
3683,36,37,43
3684,19,15,22
3685,151,146,158
3686,64,57,55
3687,111,99,111
3688,104,99,105
3689,138,130,138
3690,87,74,78
3691,139,119,131
3692,34,39,37
3693,41,49,45
3694,14,12,13
3695,37,41,39
3696,29,25,30
3697,120,125,133
3698,67,64,67
3699,47,47,43
3700,80,71,81
3701,253,256,248
3702,314,304,311
3703,357,349,357
3704,79,80,84
3705,561,603,599
3706,105,114,116
3707,1044,972,1050
3708,240,233,249
3709,286,265,283
3710,690,676,673
3711,711,670,705
3712,201,197,205
3713,254,242,261
3714,232,222,257
3715,105,107,110
3716,162,148,167
3717,113,118,120
3718,60,63,66
3719,35,36,36
3720,93,93,96
3721,182,171,194
3722,26,21,25
3723,201,201,203
3724,131,115,137
3725,605,508,589
3726,330,329,328
3727,235,187,227
3728,143,147,142
3729,177,171,181
3730,87,71,86
3731,766,642,726
3732,345,297,357
3733,228,213,219
3734,67,62,72
3735,144,131,142
3736,146,135,143
3737,379,342,381
3738,56,51,62
3739,131,124,132
3740,234,216,220
3741,111,120,128
3742,124,133,131
3743,115,112,113
3744,102,107,109
3745,171,183,186
3746,360,364,365
3747,342,345,375
3748,106,107,121
3749,311,309,342
3750,92,96,97
3751,477,492,501
3752,210,219,228
3753,361,361,381
3754,485,489,477
3755,605,598,629
3756,181,196,196
3757,197,203,215
3758,132,142,147
3759,86,88,96
3760,77,81,94
3761,135,141,147
3762,75,72,78
3763,83,75,82
3764,127,102,119
3765,35,32,34
3766,32,31,31
3767,170,179,181
3768,181,180,187
3769,336,355,307
3770,54,46,51
3771,284,279,269
3772,115,100,113
3773,559,591,554
3774,133,119,141
3775,310,314,289
3776,310,333,296
3777,317,302,285
3778,110,108,125
3779,131,118,135
3780,161,145,161
3781,53,47,55
3782,99,84,96
3783,102,84,95
3784,50,51,50
3807,264,276,305
3808,208,221,211
3809,46,53,52
3810,62,72,60
3811,440,471,474
3812,450,511,486
3813,387,432,434
3814,53,59,56
3815,1135,1272,1199
3816,188,230,203
3817,1019,1116,1113
3818,284,298,311
3819,358,424,396
3820,452,539,500
3821,915,956,905
3822,313,368,346
3823,321,339,333
3824,427,478,460
3825,105,118,112
3826,224,242,248
3827,127,142,143
3828,64,68,61
3829,194,228,192
3830,251,261,252
3831,163,162,153
3832,339,347,318
3833,348,404,363
3834,168,168,154
3835,451,496,481
3836,117,118,112
3837,663,701,671
3838,150,156,135
3839,388,437,411
3840,123,122,122
3841,396,435,400
3842,363,398,361
3843,259,289,292
3844,216,232,215
3845,266,296,271
3846,112,123,109
3847,182,197,178
3848,231,238,220
3849,175,199,179
3850,231,254,231
3851,144,134,124
3852,159,152,157
3853,123,133,116
3854,52,58,56
3855,329,328,322
3856,550,565,533
3857,552,508,530
3858,173,157,167
3859,540,521,565
3860,238,253,262
3861,642,641,622
3862,244,216,224
3863,432,427,430
3864,896,870,916
3865,390,358,397
3866,192,190,197
3867,424,437,441
3868,276,235,258
3869,153,151,164
3870,182,180,184
3871,284,262,278
3872,75,77,79
3873,19,13,18
3874,46,38,41
3875,91,79,94
3876,15,12,16
3877,57,47,45
3878,80,59,69
3879,204,182,183
3880,55,51,53
3881,38,32,37
3882,21,14,20
3883,57,59,58
3884,59,44,52
3885,113,113,104
3886,165,166,169
3887,35,32,36
3888,64,53,62
3889,227,232,221
3890,17,16,19
3891,42,39,44
3892,43,34,42
3893,144,145,147
3894,56,47,56
3895,82,71,67
3896,228,244,236
3897,257,241,237
3898,78,87,75
3899,673,696,674
3900,222,227,212
3901,413,443,432
3902,457,436,437
3903,412,417,392
3904,187,195,179
3905,390,403,403
3906,192,196,183
3907,809,849,855
3908,536,606,563
3909,291,276,275
3910,161,173,165
3911,282,279,286
3912,124,138,127
3913,138,135,139
3914,416,416,373
3915,397,394,381
3916,118,121,114
3917,171,161,160
3918,497,478,441
3919,476,436,411
3920,187,162,179
3921,919,969,865
3922,364,371,332
3923,530,544,540
3924,357,340,329
3925,847,840,801
3926,287,265,229
3927,953,936,902
3928,258,245,221
3929,720,730,721
3930,797,827,787
3931,696,698,713
3932,324,322,312
3933,606,610,547
3934,252,258,237
3935,208,201,200
3936,812,763,692
3937,418,426,385
3938,236,219,206
3939,32,24,32
3940,717,585,702
3941,57,46,54
3942,93,80,85
3943,325,288,319
3944,102,86,99
3945,264,233,258
3946,125,102,118
3947,390,352,368
3948,38,33,39
3949,467,382,453
3950,69,59,74
3951,535,447,510
3952,476,381,473
3953,263,236,251
3954,264,227,258
3955,196,169,189
3956,96,88,102
3957,179,132,166
3958,320,277,300
3959,142,110,136
3960,40,33,36
3961,49,40,44
3962,119,98,111
3963,77,69,69
3964,67,63,59
3965,293,269,276
3966,130,123,138
3967,162,143,164
3968,92,77,93
3969,179,157,170
3970,108,89,94
3971,208,187,200
3972,77,70,72
3973,310,263,305
3974,233,194,230
3975,139,116,139
3976,44,37,45
3977,158,154,159
3978,84,67,87
3979,26,19,23
3980,342,314,337
3981,187,177,189
3982,19,15,17
3983,236,194,236
3984,45,40,46
3985,50,46,47
3986,35,35,36
3987,109,109,133
3988,210,179,201
3989,263,231,246
3990,109,99,112
3991,256,202,249
3992,97,100,106
3993,554,507,587
3994,180,153,168
3995,158,150,158
3996,509,431,483
3997,237,190,229
3998,145,139,146
3999,199,176,183
4000,80,65,76
4001,36,34,36
4002,40,44,40
4003,97,92,113
4004,13,14,13
4005,141,129,136
4006,87,93,81
4007,73,72,69
4008,68,71,67
4009,219,194,208
4010,146,140,147
4011,175,161,172
4012,45,42,41
4013,532,459,495
4014,151,142,153
4015,402,351,387
4016,80,84,88
4017,113,115,112
4018,116,116,110
4019,335,279,311
4020,201,180,193
4021,278,266,279
4022,110,102,106
4023,105,101,104
4024,101,101,93
4025,240,227,247
4026,78,76,77
4027,182,182,177
4028,203,215,198
4029,133,131,114
4030,159,166,154
4031,228,236,224
4032,133,140,126
4033,345,370,334
4034,134,144,132
4035,1802,1758,1614
4036,224,249,223
4037,524,535,528
4038,122,125,117
4039,295,317,284
4040,288,300,265
4041,512,509,532
4042,274,285,266
4043,221,244,228
4044,202,209,199
4045,460,536,482
4046,72,74,74
4047,215,209,196
4048,215,243,214
4049,291,289,298
4050,295,317,293
4051,237,249,239
4052,178,187,188
4053,454,493,493
4054,472,508,499
4055,1077,1119,1142
4056,315,336,307
4057,6937,7596,6954
4058,749,749,697
4059,1548,1671,1501
4060,391,388,363
4061,951,1042,1010
4062,783,838,799
4063,1455,1500,1421
4064,686,726,643
4065,505,537,517
4066,1061,1126,1019
4067,1448,1676,1484
4068,206,219,224
4069,337,344,338
4070,697,705,676
4071,107,114,117
4072,199,201,198
4073,164,162,154
4074,186,178,173
4075,237,214,238
4076,98,95,92
4077,309,289,306
4078,131,127,124
4079,1084,946,990
4080,150,147,151
4081,322,325,340
4082,89,95,89
4083,311,282,288
4084,232,217,213
4085,310,291,317
4086,169,168,171
4087,160,152,157
4088,76,78,76
4089,375,367,396
4090,105,108,105
4091,192,189,181
4092,211,195,207
4093,118,125,122
4094,219,245,237
4095,145,149,138
4096,88,89,88
4097,263,294,277
4098,179,212,201
4099,463,521,486
4100,160,174,165
4101,4104,4210,4284
4102,394,422,411
4103,1024,1066,1063
4104,276,314,288
4105,494,564,504
4106,546,600,551
4107,1284,1427,1321
4108,383,444,399
4109,423,480,448
4110,544,595,557
4111,551,597,575
4112,125,131,123
4113,172,197,184
4114,189,202,206
4115,167,173,178
4116,2233,2164,2239
4117,484,438,457
4118,76,75,89
4119,857,846,887
4120,1140,1116,1213
4121,2720,2621,2761
4122,1178,1179,1217
4123,1394,1334,1348
4124,1707,1586,1630
4125,1670,1674,1632
4126,659,633,651
4127,2955,2894,3021
4128,2723,2519,2703
4129,1230,1210,1251
4130,881,885,887
4131,978,964,1051
4132,376,374,412
4133,1032,1094,1134
4134,251,246,249
4135,1163,1199,1186
4136,547,536,577
4137,212,192,228
4138,343,316,355
4139,417,377,426
4140,57,53,59
4141,760,748,767
4142,918,849,912
4143,1620,1573,1541
4144,532,475,510
4145,3497,3217,3098
4146,475,439,501
4147,1256,1116,1108
4148,613,565,584
4149,2290,2162,2199
4150,2290,2249,2145
4151,881,809,860
4152,902,829,906
4153,1111,1061,1076
4154,271,228,270
4155,287,284,337
4156,407,361,401
4157,408,388,402
4158,366,334,402
4159,1161,1132,1197
4160,261,286,290
4161,215,228,227
4162,1061,1020,1168
4163,317,354,382
4164,381,383,421
4165,1178,1278,1389
4166,372,386,367
4167,1213,1249,1355
4168,154,171,169
4169,1121,1238,1290
4170,267,272,282
4171,1013,1011,1040
4172,964,1030,940
4173,1066,1082,1152
4174,339,363,370
4175,282,280,307
4176,277,290,289
4177,487,499,509
4178,217,216,223
4179,318,342,352
4180,277,311,298
4181,235,250,238
4182,71,69,69
4183,39,37,38
4184,41,47,43
4185,138,162,163
4186,285,324,312
4187,267,288,275
4188,49,51,50
4189,206,225,228
4190,76,74,73
4191,799,755,850
4192,150,149,155
4193,155,154,159
4194,244,262,250
4195,411,406,447
4196,154,175,173
4197,155,180,183
4198,82,85,84
4199,56,53,53
4200,69,62,70
4201,76,92,83
4202,28,30,29
4203,688,710,698
4204,210,236,225
4205,228,229,228
4206,286,277,299
4207,538,622,591
4208,637,701,673
4209,958,1012,949
4210,266,269,292
4211,740,763,704
4212,208,225,221
4213,1037,1152,1035
4214,604,680,683
4215,689,720,671
4216,842,914,846
4217,747,746,745
4218,683,801,731
4219,712,798,752
4220,271,303,298
4221,268,304,285
4222,266,278,304
4223,208,223,225
4224,150,153,153
4225,788,841,799
4226,301,315,328
4227,279,256,273
4228,67,72,66
4229,980,1003,1054
4230,2366,2341,2450
4231,3495,3587,3470
4232,701,688,681
4233,1525,1518,1503
4234,744,844,896
4235,3806,3840,3764
4236,1794,1991,2035
4237,2250,2236,2167
4238,3477,3592,3335
4239,2086,2196,2134
4240,1417,1397,1400
4241,1492,1510,1495
4242,918,883,932
4243,436,430,467
4244,383,386,384
4245,511,531,500
4246,158,158,159
4247,122,129,124
4248,279,305,303
4249,237,245,241
4250,162,165,152
4251,729,790,750
4252,503,583,535
4253,1245,1416,1317
4254,478,520,499
4255,952,1051,973
4256,546,600,573
4257,804,881,825
4258,499,577,529
4259,1007,1123,1065
4260,1409,1518,1362
4261,1211,1291,1220
4262,526,591,535
4263,697,729,692
4264,472,569,493
4265,289,300,272
4266,410,432,402
4267,717,795,797
4268,161,160,141
4269,56,58,62
4270,305,317,323
4271,222,234,222
4272,46,52,52
4273,595,638,613
4274,405,408,398
4275,969,1043,980
4276,601,616,600
4277,847,874,854
4278,317,371,352
4279,515,505,499
4280,365,370,377
4281,1218,1237,1112
4282,927,994,934
4283,571,580,558
4284,314,332,338
4285,539,557,556
4286,230,235,219
4287,392,409,428
4288,261,292,263
4289,660,661,624
4290,258,266,243
4291,85,97,85
4292,511,618,581
4293,335,395,392
4294,51,63,56
4295,663,862,804
4296,601,717,671
4297,1320,1460,1317
4298,535,607,600
4299,666,720,680
4300,387,457,401
4301,989,1089,1011
4302,474,537,517
4303,1472,1666,1512
4304,1182,1353,1191
4305,615,665,603
4306,550,612,574
4307,564,617,611
4308,295,337,330
4309,308,335,332
4310,297,321,307
4311,396,453,412
4312,464,500,507
4313,253,265,277
4314,762,936,832
4315,667,724,671
4316,157,151,159
4317,1312,1464,1292
4318,1206,1261,1122
4319,2440,2545,2322
4320,646,746,656
4321,2023,2005,1834
4322,620,666,624
4323,2350,2524,2277
4324,762,873,772
4325,2431,2674,2420
4326,2901,3183,2867
4327,1507,1616,1509
4328,953,1007,851
4329,1302,1401,1270
4330,540,589,567
4331,880,1053,932
4332,574,649,608
4333,625,740,695
4334,520,557,534
4335,397,364,406
4336,289,294,285
4337,314,346,344
4338,462,434,436
4339,482,494,444
4340,649,665,637
4341,1002,1046,1032
4342,523,516,504
4343,391,364,390
4344,123,121,119
4345,1081,1079,1096
4346,252,250,235
4347,1262,1401,1282
4348,859,927,854
4349,534,545,541
4350,223,217,208
4351,351,365,352
4352,173,165,178
4353,151,150,146
4354,258,243,251
4355,368,375,363
4356,81,81,74
4357,69,73,56
4358,830,851,878
4359,650,625,626
4360,168,172,169
4361,1702,1941,1705
4362,338,316,345
4363,2166,2245,2210
4364,675,741,772
4365,1792,1693,1588
4366,360,361,331
4367,645,614,631
4368,329,313,311
4369,2397,2453,2367
4370,1684,1641,1613
4371,531,525,545
4372,344,323,356
4373,834,836,837
4374,374,366,361
4375,1066,1144,1086
4376,184,177,189
4377,577,529,571
4378,1180,1242,1180
4379,2149,2023,2304
4380,1232,1239,1298
4381,606,593,590
4382,598,599,637
4383,1967,1966,1927
4384,1865,1778,1901
4385,2849,2896,2919
4386,1200,1223,1220
4387,1394,1435,1488
4388,488,498,525
4389,4016,4321,4269
4390,1261,1347,1434
4391,4145,4447,4653
4392,3875,3996,4135
4393,1670,1865,1970
4394,1149,1195,1136
4395,1557,1597,1667
4396,927,943,1049
4397,721,721,818
4398,897,930,1022
4399,1158,1131,1216
4400,329,316,370
4401,320,294,298
4402,558,653,703
4403,694,763,730
4404,83,78,98
4405,853,976,972
4406,1009,1032,1043
4407,3649,3658,3965
4408,1620,1546,1726
4409,449,428,470
4410,235,264,277
4411,1365,1370,1422
4412,315,326,360
4413,4143,4137,4498
4414,1962,1878,2132
4415,598,597,623
4416,262,237,262
4417,483,451,510
4418,263,260,296
4419,1015,1013,1064
4420,320,311,326
4421,692,643,697
4422,766,718,772
4423,203,186,224
4424,339,352,357
4425,365,418,420
4426,617,572,623
4427,625,664,699
4428,522,574,529
4429,1319,1429,1375
4430,298,359,353
4431,807,810,814
4432,200,214,197
4433,999,1078,1019
4434,246,279,262
4435,1283,1451,1415
4436,1167,1257,1177
4437,698,717,699
4438,411,418,441
4439,386,405,393
4440,283,302,305
4441,639,696,684
4442,288,299,295
4443,306,369,386
4444,686,748,690
4445,184,194,183
4446,171,178,152
4447,89,83,88
4448,100,86,94
4449,200,198,192
4450,253,211,239
4451,433,350,402
4452,78,74,75
4453,304,276,303
4454,99,96,103
4455,510,474,475
4456,168,162,164
4457,272,218,236
4458,257,198,216
4459,470,433,467
4460,189,168,170
4461,238,222,239
4462,141,140,142
4463,130,125,137
4464,128,129,126
4465,119,109,115
4466,120,119,133
4467,333,361,368
4468,393,422,411
4469,454,449,429
4470,248,226,260
4471,1234,1378,1295
4472,1081,1112,1010
4473,1808,1939,1818
4474,410,442,446
4475,898,938,909
4476,250,271,272
4477,2018,2088,2025
4478,457,504,445
4479,2347,2504,2302
4480,1892,2070,1902
4481,1287,1433,1312
4482,592,580,560
4483,617,650,615
4484,464,499,466
4485,657,759,678
4486,310,318,327
4487,494,533,483
4488,623,684,624
4489,473,489,511
4490,200,215,215
4491,225,233,232
4492,300,321,346
4493,391,397,430
4494,557,543,572
4495,1413,1304,1434
4496,188,203,197
4497,495,473,480
4498,154,162,161
4499,1602,1530,1584
4500,264,266,272
4501,1410,1316,1431
4502,1040,951,1027
4503,1382,1324,1414
4504,269,256,277
4505,291,279,298
4506,216,236,226
4507,264,275,277
4508,94,99,98
4509,249,257,268
4510,235,253,253
4511,26,23,24
4512,28,26,26
4513,48,41,42
4514,24,21,20
4515,65,51,62
4516,198,167,178
4517,431,381,420
4518,165,153,162
4519,58,46,52
4520,35,30,39
4521,124,104,116
4522,43,39,44
4523,451,370,447
4524,195,146,183
4525,49,43,40
4526,76,55,75
4527,72,55,77
4528,27,22,25
4529,95,84,91
4530,40,35,35
4531,62,51,60
4532,66,50,59
4533,668,659,677
4534,187,198,206
4535,83,93,81
4536,536,534,552
4537,478,484,471
4538,295,325,286
4539,495,553,520
4540,110,117,104
4541,1088,1070,1071
4542,134,158,147
4543,1265,1367,1346
4544,216,237,223
4545,388,381,365
4546,332,347,321
4547,1253,1267,1251
4548,328,365,340
4549,292,327,305
4550,368,385,350
4551,214,243,236
4552,229,239,223
4553,211,213,208
4554,88,93,88
4555,334,340,351
4556,165,172,168
4557,101,89,90
4558,249,251,253
4559,286,313,325
4560,209,213,216
4561,349,346,365
4562,91,84,86
4563,542,529,527
4564,126,123,116
4565,709,721,696
4566,152,154,143
4567,230,228,245
4568,217,223,236
4569,648,682,661
4570,232,244,244
4571,217,222,236
4572,257,266,282
4573,158,169,171
4574,148,145,136
4575,139,141,134
4576,71,71,74
4577,574,579,536
4578,244,266,239
4579,116,130,114
4580,673,597,609
4581,407,452,414
4582,244,291,235
4583,465,541,463
4584,134,138,127
4585,901,1010,808
4586,132,140,132
4587,878,1009,870
4588,166,187,162
4589,265,322,268
4590,271,309,251
4591,866,906,804
4592,379,371,356
4593,268,295,270
4594,270,296,258
4595,243,272,257
4596,201,212,199
4597,174,198,173
4598,88,95,88
4599,152,149,139
4600,49,56,45
4601,32,34,28
4602,134,148,119
4603,117,122,114
4604,114,111,112
4605,203,212,205
4606,29,32,27
4607,153,164,146
4608,36,41,32
4609,347,357,349
4610,44,51,42
4611,161,160,148
4612,93,91,85
4613,340,366,363
4614,66,77,67
4615,62,74,65
4616,47,57,44
4617,57,67,58
4618,48,49,40
4619,49,53,47
4620,32,36,30
4621,449,491,462
4622,161,178,175
4623,136,141,132
4624,419,436,421
4625,411,446,431
4626,313,321,314
4627,558,621,581
4628,121,126,126
4629,712,807,692
4630,106,108,107
4631,846,1022,951
4632,223,227,222
4633,442,496,448
4634,357,407,379
4635,1000,1183,1078
4636,295,319,288
4637,298,324,316
4638,207,216,213
4639,399,437,395
4640,145,154,149
4641,241,242,237
4642,136,140,146
4643,306,316,299
4644,128,145,132
4645,109,113,107
4646,190,207,208
4647,258,266,264
4648,211,212,210
4649,497,462,486
4650,96,101,97
4651,588,609,580
4652,86,101,94
4653,801,788,767
4654,151,161,156
4655,343,313,329
4656,265,269,268
4657,865,795,837
4658,283,284,273
4659,237,245,249
4660,181,199,182
4661,132,157,143
4662,85,100,91
